CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
355421,JRL CAPITAL CORPORATION,826657,100 PACIFICA,STE 360,IRVINE,CA,92618
356343,PAULSON INVESTMENT COMPANY LLC,826807,5335 MEADOWS RD,STE 465,LAKE OSWEGO,OR,97035
356437,CETERA ADVISORS LLC,826892,400 1ST ST S,STE 300,SAINT CLOUD,MN,56301
356628,NATIONAL FINANCIAL SERVICES LLC,826740,2 DESTINY WAY,MAIL ZONE: WG3D,WESTLAKE,TX,76262
356647,SEI INVESTMENTS DISTRIBUTION CO.,827897,1 FREEDOM VALLEY DR,,OAKS,PA,19456
700039,DFA Securities LLC,827006,6300 BEE CAVES RD,BLDG 1,AUSTIN,TX,78746
700078,"ROBERT A. STANGER & COMPANY, INC.",827120,1129 BROAD ST,STE 201,SHREWSBURY,NJ,7702
700139,BTS SECURITIES CORPORATION,826818,420 BEDFORD ST STE 340,,LEXINGTON,MA,2420
700145,"BRUCE A. LEFAVI SECURITIES, INC.",826943,2323 S FOOTHILL DR,STE 100,SALT LAKE CTY,UT,84109
700162,SCORE PRIORITY CORP.,827061,1 PENN PLZ,STE 1614,NEW YORK,NY,10119
700247,DECADE SECURITIES CORP.,826784,13555 BISHOPS CT,STE 100,BROOKFIELD,WI,53005
700307,CNL SECURITIES CORP.,826901,PO BOX 4920,,ORLANDO,FL,32802
700637,"HARGER AND COMPANY, INC.",827287,8048 ONE CALAIS AVE STE D,,BATON ROUGE,LA,70809
701059,"MML INVESTORS SERVICES, LLC",827250,1295 STATE ST,,SPRINGFIELD,MA,1111
701417,"PAINTER, SMITH AND AMBERG INC.",827305,1200 CALIFORNIA ST STE 220,,REDLANDS,CA,92374
701426,FIRST ANALYSIS SECURITIES CORPORATION,827350,1 S WACKER DR,STE 3900,CHICAGO,IL,60606
702007,"CALDWELL SUTTER CAPITAL, INC.",827639,PO BOX 190,,SAUSALITO,CA,94966
702058,"WHITEHALL-PARKER SECURITIES, INC.",827688,117 PAUL DR,STE B,SAN RAFAEL,CA,94903
702157,"GIT INVESTMENT SERVICES, INC.",827394,15B CATOCTIN CIR SE,STE 203,LEESBURG,VA,20175
702238,"DELANEY, JOSEPH VINCENT",827564,20 VIENNA,,NEWPORT BEACH,CA,92660
702252,MID ATLANTIC CAPITAL CORPORATION,827663,1251 WATERFRONT PL,STE 510,PITTSBURGH,PA,15222
702307,"T.R. WINSTON & COMPANY, LLC",827519,PO BOX 74,376 MAIN STREET,BEDMINSTER,NJ,7921
702544,"CAPITAL MANAGEMENT SECURITIES, INC.",827779,7900 XERXES AVE S STE 500,,MINNEAPOLIS,MN,55431
702948,"CADARET, GRANT & CO., INC.",827844,100 MADISON ST,STE 1300,SYRACUSE,NY,13202
703266,"KAUFMAN & COMPANY, LLC",827911,100 FRANKLIN ST,STE 403,BOSTON,MA,2110
704661,"AKAR CAPITAL MANAGEMENT, INC.",828026,8551 W SUNRISE BLVD STE 102A,,PLANTATION,FL,33322
704744,"BATES SECURITIES, INC.",829005,8437 NORTHERN AVE,,ROCKFORD,IL,61107
704897,"PAPAMARKOU WELLNER & CO., INC.",829033,430 PARK AVE FL 17,,NEW YORK,NY,10022
707211,"FINANCE 500, INC.",828302,584 WALD,STE 200,IRVINE,CA,92618
708046,"MASON SECURITIES, INC.",828378,11130 SUNRISE VALLEY DR,STE 200,RESTON,VA,20191
709306,"DUNHAM & ASSOCIATES INVESTMENT COUNSEL, INC.",828527,PO BOX 910309,,SAN DIEGO,CA,92191
709480,TIMBER HILL LLC,828569,3 PICKWICK PLZ,STE 2,GREENWICH,CT,6830
710025,"MUTUAL SECURITIES, INC.",828580,PO BOX 2864,,CAMARILLO,CA,93011
710858,"INVESTORS BROKERAGE OF TEXAS, LTD.",828644,225 S 5TH ST,,WACO,TX,76701
711241,"LAMON & STERN, INC.",828694,1266 W PACES FERRY RD NW,STE 511,ATLANTA,GA,30327
711553,"WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC",828721,1 N JEFFERSON AVE,H0004 05B,SAINT LOUIS,MO,63103
712769,"LAKESHORE SECURITIES, L.P.",828820,401 S LA SALLE ST STE 1000,,CHICAGO,IL,60605
714223,"ROBOTTI SECURITIES, LLC",828886,60 E 42ND ST,RM 3100,NEW YORK,NY,10165
714352,WESTMINSTER RESEARCH ASSOCIATES LLC,828900,599 LEXINGTON AVE,FL 27,NEW YORK,NY,10022
714551,"MORRIS GROUP, INC.",828916,8445 KEYSTONE XING,STE 240,INDIANAPOLIS,IN,46240
714696,"PALADIN MARKET ADVISORS, LLC",828941,90 BROAD ST,FL 2,NEW YORK,NY,10004
715948,"MERIDIAN INVESTMENTS, INC.",829124,35 BRAINTREE HILL OFFICE PARK,STE 301,BRAINTREE,MA,2184
717551,HEITMAN SECURITIES LLC,829393,191 N WACKER DR,STE 2500,CHICAGO,IL,60606
717799,"BERTHEL, FISHER & COMPANY FINANCIAL SERVICES, INC.",829426,PO BOX 11340,,CEDAR RAPIDS,IA,52410
718065,NETWORK 1 FINANCIAL SECURITIES INC.,829471,2 BRIDGE AVE,STE 241,RED BANK,NJ,7701
718845,"FIRST FINANCIAL SECURITIES OF AMERICA, INC.",829565,PO BOX 670329,,HOUSTON,TX,77267
718854,"WRIGHT INVESTORS' SERVICE DISTRIBUTORS, INC.",829579,2 CORPORATE DR,STE 770,SHELTON,CT,6484
718856,CETERA ADVISOR NETWORKS LLC,829577,2301 ROSECRANS AVE,STE 5100,EL SEGUNDO,CA,90245
719068,"AVANTAX INVESTMENT SERVICES, INC.",829533,3200 OLYMPUS BLVD,STE 100,COPPELL,TX,75019
719188,MINT BROKERS,829616,55 WATER ST,FL 10,NEW YORK,NY,10041
719538,"PEOPLE'S SECURITIES, INC.",829667,PO BOX 31,,BRIDGEPORT,CT,6601
719997,"MIDAS SECURITIES GROUP, INC.",829751,3814 ROUTE 44,,MILLBROOK,NY,12545
721194,WORTH FINANCIAL GROUP INC.,829827,16660 DALLAS PKWY,STE 2200,DALLAS,TX,75248
721231,"BARRINGTON RESEARCH ASSOCIATES, INC.",829831,161 N CLARK ST STE 2950,,CHICAGO,IL,60601
721728,SEQUOIA EQUITIES SECURITIES CORPORATION,829868,1655 N MAIN ST,STE 270,WALNUT CREEK,CA,94596
722078,MUTUAL FUNDS ASSOCIATES INC.,813026,1701 CHILI AVE,,ROCHESTER,NY,14624
722132,WALL STREET CAPITAL CORPORATION,829897,1303 OAKTREE ESTATES CT,STE LL1,CHESTERFIELD,MO,63017
723220,"CUNA BROKERAGE SERVICES, INC.",830027,2000 HERITAGE WAY,,WAVERLY,IA,50677
723756,PORTSMOUTH FINANCIAL SERVICES,830097,601 MONTGOMERY ST,STE 1950,SAN FRANCISCO,CA,94111
724683,PIPER SANDLER & CO.,815204,800 NICOLLET MALL,STE 900,MINNEAPOLIS,MN,55402
724743,"RAYMOND JAMES & ASSOCIATES, INC.",810999,880 CARILLON PKWY,,ST PETERSBURG,FL,33716
725764,SYCAMORE FINANCIAL GROUP,830302,2713 ROCKFORD LN,,KOKOMO,IN,46902
726555,"CAPITOL SECURITIES MANAGEMENT, INC.",830353,100 CONCOURSE BLVD,STE 101,GLEN ALLEN,VA,23059
727015,"INTERNATIONAL MONEY MANAGEMENT GROUP, INC.",830417,110 CHANNEL MARKER WAY,STE 101,GRASONVILLE,MD,21638
727293,"FBN SECURITIES, INC.",830461,112 W 34TH ST,FL 18,NEW YORK,NY,10120
727732,SIGMA FINANCIAL CORPORATION,830466,300 PARKLAND PLZ,,ANN ARBOR,MI,48103
729162,"R.M. DUNCAN SECURITIES, INC.",830534,501 N UNIVERSITY AVE,STE 101,LITTLE ROCK,AR,72205
729563,"GILL CAPITAL PARTNERS, LLC",830563,600 S CHERRY ST,STE 800,DENVER,CO,80246
729596,"NELSON SECURITIES,INC.",830576,9718 N MORTON CT,,SPOKANE,WA,99218
730677,"FIRST LIBERTIES SECURITIES, INC.",830673,15150 PRESTON RD,STE 300,DALLAS,TX,75248
731171,INVESTMENT PLACEMENT GROUP,830700,350 10TH AVE,STE 1150,SAN DIEGO,CA,92101
731201,"UNIONBANC INVESTMENT SERVICES, LLC",830706,800 N BRAND BLVD,FL 16,GLENDALE,CA,91203
732687,POTOMAC INVESTMENT COMPANY,830830,1221 JEBBER LOOP,,THE VILLAGES,FL,32162
735534,"FIRST SECURITIES NORTHWEST, INC.",830977,18824 SE MILDRED ST,,MILWAUKIE,OR,97267
735573,"BEACONSFIELD FINANCIAL SERVICES, INC.",830993,160 TECHNOLOGY DR,STE 101,CANONSBURG,PA,15317
735581,"CROSSMARK DISTRIBUTORS, INC.",830994,15375 MEMORIAL DR,STE 200,HOUSTON,TX,77079
736895,"HOME FINANCIAL SERVICES, INC.",831049,507 MARKET ST,,KNOXVILLE,TN,37902
737259,TCW FUNDS DISTRIBUTORS LLC,831114,865 S FIGUEROA ST,STE 1800,LOS ANGELES,CA,90017
737767,"H. BECK, INC.",831165,2440 RESEARCH BLVD,STE 500,ROCKVILLE,MD,20850
739337,"B. RILEY WEALTH MANAGEMENT, INC.",831206,40 S MAIN ST,STE 1800,MEMPHIS,TN,38103
739535,"CAPITAL INVESTMENT GROUP, INC.",831225,PO BOX 32249,,RALEIGH,NC,27622
739893,THORNBURG SECURITIES CORPORATION,831249,2300 N RIDGETOP RD,,SANTA FE,NM,87506
740629,"AMERITAS INVESTMENT COMPANY, LLC",831296,PO BOX 5507,,LINCOLN,NE,68505
741594,DRIVEWEALTH INSTITUTIONAL LLC,831461,15 EXCHANGE PL,STE 1110,JERSEY CITY,NJ,7302
741648,"R. SEELAUS & CO., LLC",831475,26 MAIN ST,STE 300,CHATHAM,NJ,7928
742327,RANCE KING SECURITIES CORP.,831539,3737 E BROADWAY,,LONG BEACH,CA,90803
743231,"FIRST BANKERS' BANC SECURITIES, INC",831584,1714 DEER TRACKS TRL STE 110,,SAINT LOUIS,MO,63131
743418,AEGIS CAPITAL CORP.,831616,810 7TH AVE,FL 18,NEW YORK,NY,10019
743895,GENERAL SECURITIES CORP,831654,2007 FAYETTE ST,,N KANSAS CITY,MO,64116
744147,"CONFIDENTIAL MANAGEMENT FINANCIAL SERVICES, INC.",831691,1700 W BIG BEAVER RD,STE 320,TROY,MI,48084
745401,CETERA INVESTMENT SERVICES LLC,831826,PO BOX 283,,SAINT CLOUD,MN,56302
746670,"SECURIAN FINANCIAL SERVICES, INC.",831955,400 ROBERT ST N STE A,,SAINT PAUL,MN,55101
748090,CHRISTIAN FINANCIAL SERVICES LLC,832070,PO BOX 781,,CEDAREDGE,CO,81413
748358,LAWSON FINANCIAL Corp,832099,3352 E CAMELBACK RD,,PHOENIX,AZ,85018
748467,"CITICORP SECURITIES SERVICES, INC.",832117,540 CROSSPOINT PKWY,REGISTRATION DEPARTMENT,GETZVILLE,NY,14068
748532,"ROTH CAPITAL PARTNERS, LLC",832129,888 SAN CLEMENTE DR,STE 400,NEWPORT BEACH,CA,92660
748841,ADVISORY GROUP EQUITY SERVICES LTD.,832155,444 WASHINGTON ST,STE 407,WOBURN,MA,1801
748849,"FAIRPORT CAPITAL, INC.",832162,9141 E HIDDEN SPUR TRL,SUITE B 14,SCOTTSDALE,AZ,85255
749830,"DMG SECURITIES,INC.",832235,746 WALKER RD,STE 10,GREAT FALLS,VA,22066
750108,"CION SECURITIES, LLC",832283,3 PARK AVE,FL 36,NEW YORK,NY,10016
750730,"KENNETH, JEROME & CO.,INC.",832361,PO BOX 38,,FLORHAM PARK,NJ,7932
751929,"FORESIDE DISTRIBUTION SERVICES, L.P.",832480,3 CANAL PLZ,STE 100,PORTLAND,ME,4101
752227,"CAPACUITY SECURITIES, INC.",832508,300 INTERNATIONAL PKWY STE 350,,LAKE MARY,FL,32746
753853,"BROOKLIGHT PLACE SECURITIES, INC.",832673,16930 E PALISADES BLVD,STE 100,FOUNTAIN HLS,AZ,85268
753864,WESTON SECURITIES CORPORATION,832664,100 WILLIAM ST STE 200,,WELLESLEY,MA,2481
754114,"NOBLE CAPITAL MARKETS, INC.",832706,150 E PALMETTO PARK RD,STE 110,BOCA RATON,FL,33432
754651,INLAND SECURITIES CORPORATION,832775,2901 BUTTERFIELD RD,,OAK BROOK,IL,60523
756103,"PARNASSUS FUNDS DISTRIBUTOR, LLC",832878,3 CANAL PLZ,STE 100,PORTLAND,ME,4101
756849,"MOODY CAPITAL SOLUTIONS, INC.",832928,2458 DUNKERRIN LN,STE 89,ATLANTA,GA,30360
756950,"SIGNAL SECURITIES, INC.",832948,700 THROCKMORTON ST,,FORT WORTH,TX,76102
757808,"EMMET & CO, INC.",833073,PO BOX 160,,FAR HILLS,NJ,7931
759220,"AEGIS INVESTMENTS, INC.",833137,4915 W 35TH ST,STE 100,ST LOUIS PARK,MN,55416
759516,"ARCHIPELAGO TRADING SERVICES, INC.",833180,353 N CLARK ST,STE 3200,CHICAGO,IL,60654
759545,CITI INTERNATIONAL FINANCIAL SERVICES LLC,833185,PO BOX 70263,,SAN JUAN,PR,936
760290,"SAUER, DAZEY INVESTMENT COMPANY",833262,7800 FORSYTH BLVD,STE 820,SAINT LOUIS,MO,63105
760298,BOLTON GLOBAL CAPITAL,833222,579 MAIN ST,,BOLTON,MA,1740
761908,"TRANSAMERICA FINANCIAL ADVISORS, INC",833429,6400 C ST SW,,CEDAR RAPIDS,IA,52499
762163,COMPASS SECURITIES CORPORATION,833438,50 BRAINTREE HILL PARK,STE 105,BRAINTREE,MA,2184
762164,CARNES CAPITAL CORPORATION,833443,8889 PELICAN BAY BLVD STE 500,,NAPLES,FL,34108
763052,MARC J. LANE & COMPANY,833465,70 W MADISON ST,STE 2050,CHICAGO,IL,60602
763130,"RODGERS BROTHERS, INC.",833475,223 MERCER ST,STE 200,HARMONY,PA,16037
763920,EMPIRE INVESTMENT INC.,833594,13620 38TH AVE,STE 9E,FLUSHING,NY,11354
764603,FIRST DOMINION CAPITAL CORP,833719,8730 STONY POINT PKWY,STE 205,RICHMOND,VA,23235
764650,STERN BROTHERS & CO.,833724,8000 MARYLAND AVE,STE 800,SAINT LOUIS,MO,63105
764805,E. BARNES & COMPANY,833746,PO BOX 946,SUITE G,LAKE OSWEGO,OR,97034
764900,"NEEDHAM & COMPANY, LLC",833772,250 PARK AVE,FL 10,NEW YORK,NY,10177
765528,"CARTER, TERRY & COMPANY, INC.",833797,3060 PEACHTREE RD NW STE 1200,,ATLANTA,GA,30305
765936,"GWFS EQUITIES, INC.",833854,8525 E ORCHARD RD # 2T3,,GREENWOOD VLG,CO,80111
766050,CANACCORD GENUITY LLC,803271,99 HIGH ST,STE 1200,BOSTON,MA,2110
766087,SNC CAPITAL MANAGEMENT CORP.,833866,318 W ADAMS ST,FL 10,CHICAGO,IL,60606
766634,"GORDON, HASKETT CAPITAL CORPORATION",833944,441 LEXINGTON AVE FL 10,,NEW YORK,NY,10017
766913,"CHAUNER SECURITIES, INC.",833980,666 DUNDEE RD STE 903,,NORTHBROOK,IL,60062
768634,"IVY DISTRIBUTORS, INC.",834046,6301 GLENWOOD ST,,OVERLAND PARK,KS,66202
768760,WILSON PARKER CONNALLY STEPHENSON INC,834061,100 LEXINGTON ST STE 150,,FORT WORTH,TX,76102
768965,FIRST FINANCIAL EQUITY CORPORATION,834082,7047 E GREENWAY PKWY,STE 350,SCOTTSDALE,AZ,85254
769073,"PATRICK CAPITAL MARKETS, LLC",834099,11152 S TOWNE SQ,STE 88,SAINT LOUIS,MO,63123
770349,"CBIZ FINANCIAL SOLUTIONS, INC.",834205,PO BOX 31420,SUITE 500,INDEPENDENCE,OH,44131
770355,"SCHLITT INVESTOR SERVICES, INC.",834202,1717 INDIAN RIVER BLVD STE 300,,VERO BEACH,FL,32960
770447,"PACIFIC GATE ADVISORS, LLC",834213,9005 OVERLOOK BLVD,STE 325,BRENTWOOD,TN,37027
771491,"R.W. SMITH & ASSOCIATES, LLC",834240,111 TOWN SQUARE PL,STE 1500,JERSEY CITY,NJ,7310
771572,"EXCEL SECURITIES & ASSOCIATES, INC.",834261,200 CANAL VIEW BLVD,STE 204,ROCHESTER,NY,14623
771782,"FIRST SOUTH CAROLINA SECURITIES, INC.",834299,6300 SAINT ANDREWS RD,STE B,COLUMBIA,SC,29212
772023,"THE CARNEY GROUP, INCORPORATED",834349,135 SE 5TH AVE STE 202,,DELRAY BEACH,FL,33483
772040,ABN AMRO CLEARING CHICAGO LLC,834354,175 W JACKSON BLVD,STE 2050,CHICAGO,IL,60604
773309,SRT SECURITIES LLC,834415,514 ROUND HILL RD,STE 1512,GREENWICH,CT,6831
773373,"VALLEY NATIONAL INVESTMENTS, INC.",834427,1655 VALLEY CENTER PKWY,STE 100,BETHLEHEM,PA,18017
773505,"FINANCIAL WEST INVESTMENT GROUP, INC.",834448,1330 LANDER ST,,RENO,NV,89509
773662,MCCLURG CAPITAL CORPORATION,834473,950 NORTHGATE DR STE 301,,SAN RAFAEL,CA,94903
775156,"ALPS DISTRIBUTORS, INC.",834626,PO BOX 328,,DENVER,CO,80201
775397,FIRSTRADE SECURITIES INC.,834642,3050 WHITESTONE EXPY STE 301A,,FLUSHING,NY,11354
776021,"SYNOVUS SECURITIES, INC.",834709,PO BOX 2628,,COLUMBUS,GA,31902
776024,"TEXAKOMA FINANCIAL, INC.",834706,5601 GRANITE PKWY,STE 800,PLANO,TX,75024
777519,"BRANDON INVESTMENTS, INC.",834765,PO BOX 770870,,MEMPHIS,TN,38177
779484,THE STURGES COMPANY,834910,8787 BAY COLONY DR APT 1002,,NAPLES,FL,34108
779574,STONEWALL INVESTMENTS TENNESSEE INC.,834927,6410 POPLAR AVE,STE 320,MEMPHIS,TN,38119
779622,LAM SECURITIES INVESTMENTS,834937,2099 LAKE ST,,SAN FRANCISCO,CA,94121
780789,"UMB FINANCIAL SERVICES, INC.",834999,928 GRAND BLVD,,KANSAS CITY,MO,64106
781875,"COMERICA SECURITIES,INC.",835001,411 W LAFAYETTE BLVD,MAIL CODE 3291,DETROIT,MI,48226
782124,J.P. MORGAN SECURITIES LLC,835008,1111 POLARIS PKWY,FL 2J,COLUMBUS,OH,43240
783189,"FIRST HORIZON ADVISORS, INC.",835061,165 MADISON AVE,FL 14,MEMPHIS,TN,38103
783252,CONOVER SECURITIES CORPORATION,835085,PO BOX 90007,SUITE 100,BELLEVUE,WA,98009
783343,FIDELITY DISTRIBUTORS COMPANY LLC,835097,2 DESTINY WAY,MAIL ZONE WG3D,WESTLAKE,TX,76262
783344,"COMMERCE BROKERAGE SERVICES, INC.",835096,8000 FORSYTH BLVD,STE 1200,CLAYTON,MO,63105
783480,"AVM, L.P.",835136,777 W YAMATO RD,STE 300,BOCA RATON,FL,33431
784017,"SCOTT-MACON SECURITIES, INC.",835184,800 3RD AVE,FL 16,NEW YORK,NY,10022
784021,"MARTINSON & COMPANY, LTD.",835180,140 BARRY AVE N,,WAYZATA,MN,55391
784028,"ACADEMY SECURITIES, INC.",835173,622 3RD AVE,FL 12,NEW YORK,NY,10017
784089,"BESSEMER INVESTOR SERVICES, INC.",835199,1271 AVENUE OF THE AMERICAS,FL 46,NEW YORK,NY,10020
785701,"FROST BROKERAGE SERVICES, INC.",835285,PO BOX 2538,,SAN ANTONIO,TX,78299
786393,"U.S. BANCORP INVESTMENTS, INC.",835359,60 LIVINGSTON AVE,EP MN WN3C,SAINT PAUL,MN,55107
786397,"TRUIST INVESTMENT SERVICES, INC. (EFFECTIVE DECEMBER 14,",835355,303 PEACHTREE CENTER AVE NE,STE 140,ATLANTA,GA,30303
786671,"BOK FINANCIAL SECURITIES, INC.",835381,PO BOX 2300,,TULSA,OK,74102
786673,"HANKERSON FINANCIAL, INC.",835379,1730 N CLARK ST,APT 3602,CHICAGO,IL,60614
788704,MOMENTUM INDEPENDENT NETWORK INC.,835475,717 N HARWOOD ST,STE 3400,DALLAS,TX,75201
789054,"MACK INVESTMENT SECURITIES, INC.",835536,211 WAUKEGAN RD STE 300,,NORTHFIELD,IL,60093
789488,RAPHAEL ARYEH,835565,14151 72ND CRES,,FLUSHING,NY,11367
789994,"HOULIHAN LOKEY CAPITAL, INC.",835643,10250 CONSTELLATION BLVD,FL 5,LOS ANGELES,CA,90067
789995,"INVESTMENT PLANNERS, INC.",835642,PO BOX 170,,DECATUR,IL,62525
790080,DOWLING & PARTNERS SECURITIES LLC,835658,190 FARMINGTON AVE,,FARMINGTON,CT,6032
792092,"SOGOTRADE, INC.",835930,1 MCBRIDE AND SON CENTER DR,STE 288,CHESTERFIELD,MO,63005
792945,"ACS EXECUTION SERVICES, LLC",836005,12 BROAD ST,STE 2,RED BANK,NJ,7701
794092,"OAK TREE SECURITIES, INC.",836138,4049 1ST ST,STE 129,LIVERMORE,CA,94551
795051,"ZEUS FINANCIAL, LLC",836214,5002 T REX AVE,STE 235,BOCA RATON,FL,33431
795770,"GREENBRIER DIVERSIFIED, INC.",836266,8530 WILSHIRE BLVD,STE 200,BEVERLY HILLS,CA,90211
796257,"LEMLEY, YARLING & CO.",836305,309 W JOHNSON ST APT 544,,MADISON,WI,53703
797152,"ALLSTATE FINANCIAL SERVICES, LLC",836365,PO BOX 83271,,LINCOLN,NE,68501
797203,"CULLEN INVESTMENT GROUP, LTD.",836372,PO BOX 53669,,LAFAYETTE,LA,70505
798144,"TRUSTMONT FINANCIAL GROUP, INC.",836439,200 BRUSH RUN RD,STE A,GREENSBURG,PA,15601
798377,SAMI BROKERAGE LLC,836472,2 HIGH RIDGE PARK,FL 2,STAMFORD,CT,6905
798926,SURETY FINANCIAL SERVICES INC.,836521,3375 PARK AVE,STE 3006,WANTAGH,NY,11793
799091,PRUDENTIAL INVESTMENT MANAGEMENT SERVICES LLC,836540,655 BROAD ST,# 19,NEWARK,NJ,7102
799187,"SATURNA BROKERAGE SERVICES, INC",836558,1300 N STATE ST,,BELLINGHAM,WA,98225
799356,LARIMER CAPITAL CORPORATION,836594,1720 S BELLAIRE ST,STE 1110,DENVER,CO,80222
799893,"INVESTMENT BANK SERVICES, INC.",836625,950 BRECKENRIDGE LN STE 280,,LOUISVILLE,KY,40207
801626,VASILIOU & COMPANY INC.,836698,800 S POINTE DR,APT 2001,MIAMI BEACH,FL,33139
801966,"TAYLOR SECURITIES, INC.",836712,100 WINNERS CIR N,STE 400,BRENTWOOD,TN,37027
803056,"CNR SECURITIES, LLC",836759,400 PARK AVE,FRNT 3,NEW YORK,NY,10022
803104,WELLFLEET INVESTMENTS LLC,836769,PO BOX 222142,,GREAT NECK,NY,11022
806220,"COOPER MALONE MCCLAIN, INC.",836959,PO BOX 781684,,WICHITA,KS,67278
806600,"MID-ATLANTIC SECURITIES, INC.",836997,4001 BARRETT DR,STE 100,RALEIGH,NC,27609
806710,"CONSOLIDATED FINANCIAL INVESTMENTS, INC.",837004,222 N MERAMEC AVE,STE 201,CLAYTON,MO,63105
808098,"FIELDPOINT PRIVATE SECURITIES, LLC",837105,100 FIELD POINT RD,STE 200,GREENWICH,CT,6830
808379,NATWEST MARKETS SECURITIES INC.,837135,600 WASHINGTON BLVD,,STAMFORD,CT,6901
808472,"FINANCIAL GOAL SECURITIES, INC.",837151,35900 BOB HOPE DR,STE 202,RANCHO MIRAGE,CA,92270
808761,"HIGHLANDER CAPITAL GROUP, INC.",837169,535 MILLBURN AVE,,SHORT HILLS,NJ,7078
809008,"WELLS FARGO CLEARING SERVICES, LLC",837180,1 N JEFFERSON AVE,MAIL CODE: H0004 050,SAINT LOUIS,MO,63103
809450,HARRISON SECURITIES INC /BD,837229,1607 FOREST TRL,,AUSTIN,TX,78703
809979,CAMDEN FINANCIAL SERVICES,837303,4913 BATEMAN RD,STE 1200,KELLER,TX,76244
810121,"HARBOUR INVESTMENTS, INC.",837373,575 DONOFRIO DR,STE 300,MADISON,WI,53719
810848,"SISK INVESTMENT SERVICES, INC.",837426,61 SABINE RD,,SYOSSET,NY,11791
810878,"ESTRADA HINOJOSA & COMPANY, INC.",837440,600 N PEARL ST,STE 2100,DALLAS,TX,75201
811063,ROBERTS & RYAN INVESTMENTS INC.,837469,39 BROADWAY,FL 16,NEW YORK,NY,10006
811093,BAC FLORIDA INVESTMENTS CORP.,837483,169 MIRACLE MILE STE R10,,CORAL GABLES,FL,33134
811095,THORNTON FARISH INC.,837486,3500 EASTERN BLVD STE 210,,MONTGOMERY,AL,36116
811229,SUSQUEHANNA INVESTMENT GROUP,837520,401 E CITY AVE STE 220,,BALA CYNWYD,PA,19004
811230,"INTERCAROLINA FINANCIAL SERVICES, INC.",837519,3300 BATTLEGROUND AVE STE 400,,GREENSBORO,NC,27410
811506,OMNI FINANCIAL GROUP INC,837568,8904 SW 177TH TER,,PALMETTO BAY,FL,33157
811507,JOHNSON RICE & COMPANY L.L.C.,837567,639 LOYOLA AVE STE 2775,,NEW ORLEANS,LA,70113
812029,"TLS FINANCIAL SERVICES, INC.",837664,920 PROVIDENCE RD,STE 203,TOWSON,MD,21286
812226,"RHODES SECURITIES, INC.",837689,306 W 7TH ST,STE 1000,FORT WORTH,TX,76102
812539,"HAVERFORD TRUST SECURITIES, INC.",837730,3 RADNOR CORPORATE CTR STE 450,,RADNOR,PA,19087
813047,"FIRST FLORIDA SECURITIES, INC.",837788,12474 E WESLEY AVE,STE 209,AURORA,CO,80014
813094,HOLLY STREET SECURITIES,837792,17014 NEW COLLEGE AVE,STE 200C,WILDWOOD,MO,63040
813411,"CALLAHAN FINANCIAL SERVICES, INC.",837809,1001 CONNECTICUT AVE NW,STE 1001,WASHINGTON,DC,20036
813642,CALAMOS FINANCIAL SERVICES LLC,837854,2020 CALAMOS CT  OFC,,NAPERVILLE,IL,60563
814108,M.M. DILLON & CO. LLC,837893,1 SOUND SHORE DR,STE 100,GREENWICH,CT,6830
814405,"SECU BROKERAGE SERVICES, INC.",837927,PO BOX 26807,,RALEIGH,NC,27611
814494,ICAP SECURITIES USA LLC,837947,200 VESEY ST,# 6,NEW YORK,NY,10285
814558,"INTERNATIONAL RESEARCH SECURITIES, INC.",837954,3010 LBJ FL 1200,,DALLAS,TX,75234
816186,"KJM SECURITIES, INC.",838066,PO BOX 734,,BRONXVILLE,NY,10708
816991,TRADERFIELD SECURITIES INC.,838086,7 DAHLIA ST,# 21,STATEN ISLAND,NY,10312
817456,"ARLINGTON SECURITIES, INCORPORATED",838098,140 MARINE LN,,SAINT LOUIS,MO,63146
817462,DEALERWEB INC.,838103,185 HUDSON ST,STE 2200,JERSEY CITY,NJ,7311
818043,INSTITUTIONAL SECURITIES CORPORATION,838158,3500 OAK LAWN AVE,STE 400,DALLAS,TX,75219
818046,INTERVEST INTERNATIONAL EQUITIES CORPORATION,838156,1980 DOMINION WAY STE 202,,COLORADO SPGS,CO,80918
818286,"FUND INVESTORS, INC.",838186,510 E HIGH ST,,EBENSBURG,PA,15931
818652,"R.M.N. SECURITIES, INC.",838211,253 WALL ST,P O BOX 3576,KINGSTON,NY,12401
818830,"BRYANT PARK CAPITAL SECURITIES, INC.",838238,161 WASHINGTON ST,STE 310,CONSHOHOCKEN,PA,19428
819592,SANDERS MORRIS HARRIS LLC,838325,600 TRAVIS ST,STE 5900,HOUSTON,TX,77002
820015,"CORNERSTONE FINANCIAL SERVICES, INC.",838383,119 N BROADWAY ST,STE 102,GREENFIELD,IN,46140
820022,SCULLY CAPITAL SECURITIES CORP.,838388,1050 CONNECTICUT AVE NW,STE 500,WASHINGTON,DC,20036
820172,"KEVIN HART KORNFIELD & COMPANY, INC.",838407,PO BOX 6423,,LANCASTER,PA,17607
820356,"WESTMINSTER FINANCIAL SECURITIES, INC.",838426,40 N MAIN ST,STE 2400,DAYTON,OH,45423
820486,WESTCO INVESTMENT CORP.,838452,77 HEMPSTEAD AVE,,LYNBROOK,NY,11563
