,0,1,2
584,TALAN,Risk Evaluation Business Analyst,"['quantitative analysis', 'computer science', 'artificial intelligence', 'finance', 'trading', 'ux', 'ui']"
585,TALAN,newFRONT OFFICE EQD APPLICATION SOFTWARE ENGINEER,"['python', 'python', 'javascript', 'java', 'artificial intelligence', 'finance', 'trading', 'ui']"
586,TALAN,newIT BUSINESS ANALYST - CAPITAL MARKET SYSTEMS,"['artificial intelligence', 'finance', 'api', 'ux', 'ui']"
587,GOOGLE,"newStrategy and Operations Lead, Google Operations Center","['communications', 'api', 'ui']"
588,GOOGLE,"Billing Specialist, gCare","['sql', 'engineering', 'ui']"
589,GOOGLE,"Teacher, Google Children's Center",['ui']
590,GOOGLE,"newProgram Manager, Accessibility, Google Workspace","['engineering', 'ux', 'ui']"
591,GOOGLE,newCampus Security Manager,['ui']
592,GOOGLE,"Policy Solutions Consultant, Global Customer Care","['communications', 'engineering', 'ui']"
593,GOOGLE,"newData Center Facilities Technician, Mechanical","['network', 'electrical engineering', 'engineering', 'ui']"
594,GOOGLE,"Associate, Business Operations and Strategy","['api', 'ui']"
595,GOOGLE,"Administrative Business Partner, Marketing, Google Cloud",['ui']
596,GOOGLE,"newDigital Marketing Apprenticeship, September 2022 Start","['communications', 'phd', 'ui']"
597,GOOGLE,"newData Analytics Apprenticeship, September 2022 Start","['sql', 'programming', 'data analytics', 'phd', 'ui']"
598,GOOGLE,"Sales Academy Resident, Google Cloud","['network', 'ui']"
599,GOOGLE,"Incubation Analyst, Google Operations Center","['communications', 'api', 'ui']"
600,GOOGLE,"Field Operations Technician, Pebble, Sidewalk Labs","['network', 'ui']"
601,GOOGLE,"Chrome Sales Specialist, Chrome Enterprise",['ui']
602,ALL STAR FINANCIAL,LOAN PROCESSOR - SERVICE CENTER,['ui']
603,ALL STAR FINANCIAL,Junior Investment Analyst & Trader,"['python', 'python', 'sql', 'programming', 'portfolio management', 'trading', 'ui']"
604,ALL STAR FINANCIAL,INVESTMENT OFFICER - INDIANAPOLIS/FORT WAYNE,['ui']
605,ALL STAR FINANCIAL,newFoundational Team Member,['ui']
606,ALL STAR FINANCIAL,FRAUD PROCESSOR - SERVICE CENTER,['ui']
607,ALL STAR FINANCIAL,REGIONAL PRESIDENT - W. BERRY STREET,"['finance', 'ui']"
608,ALL STAR FINANCIAL,FRAUD INVESTIGATION MANAGER - SERVICE CENTER,"['communications', 'ui']"
609,ALL STAR FINANCIAL,Foundational Team Member,['ui']
610,ALL STAR FINANCIAL,PERSONAL BANKER - S. ANDERSON STREET,['ui']
611,ALL STAR FINANCIAL,MARKETING PROJECT MANAGER - CORPORATE OFFICES,"['communications', 'ui']"
612,ALL STAR FINANCIAL,PERSONAL BANKER (TRAVEL) - LIMA ROAD,['ui']
613,ALL STAR FINANCIAL,CONSTRUCTION LOAN ADMINISTRATION MANAGER - KEYSTONE,['ui']
614,ALL STAR FINANCIAL,PERSONAL BANKER (CUSTOMER SOLUTIONS) - SERVICE CENTER,['ui']
615,ALL STAR FINANCIAL,PERSONAL BANKER (TRAINING BRANCH) - OLIO ROAD,['ui']
616,ALL STAR FINANCIAL,BRANCH MANAGER TRAINEE - OLIO ROAD,['ui']
617,DRW,Algorithmic Trader,"['trading', 'api']"
618,DRW,"Senior Quantitative Researcher, FICC Options Trading","['python', 'python', 'machine learning', 'finance', 'trading', 'statistics', 'api', 'ui']"
619,DRW,Venture Analyst - Cryptoassets,"['network', 'engineering', 'computer science', 'finance', 'trading', 'ui']"
620,DRW,Meteorological Software Engineer,"['python', 'python', 'sql', 'mathematics', 'engineering', 'computer science', 'machine learning', 'trading', 'database', 'masters', 'api', 'ux', 'ui']"
621,DRW,Inventory & Shipping Specialist,"['trading', 'api', 'ui']"
622,DRW,Storage Engineer,"['python', 'python', 'network', 'trading', 'api', 'ui']"
623,DRW,Algorithmic Trader,"['python', 'c++', 'python', 'programming', 'engineering', 'computer science', 'finance', 'trading', 'statistics', 'api', 'ui']"
624,DRW,Linux Systems Engineer,"['python', 'python', 'programming', 'network', 'engineering', 'trading', 'api', 'ux']"
625,DRW,Third Party Security Risk Analyst,"['trading', 'api', 'ui']"
626,DRW,Oil & Gas Production Analyst,"['python', 'python', 'sql', 'trading', 'api']"
627,DRW,DeFi Trader/Portfolio Manager,"['python', 'python', 'trading', 'ui']"
628,DRW,Third Party Security Risk Analyst,"['trading', 'api', 'ui']"
629,DRW,Counterparty Onboarding Specialist,"['finance', 'trading', 'api', 'ui']"
630,DRW,DeFi Trader/Portfolio Manager,"['python', 'python', 'trading', 'ui']"
631,DRW,Storage Engineer,"['python', 'python', 'network', 'trading', 'api', 'ui']"
632,LP ADVISORS LLC,Algorithmic Equity Options Trader,"['mathematics', 'engineering', 'computer science', 'trading', 'ui']"
633,LP ADVISORS LLC,Senior Level Developer,"['c++', 'programming', 'options trading', 'trading', 'database', 'ux', 'ui']"
634,METLIFE,"Customer Care Advocate- Virtual- Warwick, RI- $20/HR",['ui']
635,METLIFE,"Customer Care Advocate - Disability, Virtual Orkisany,NY- Om...",['ui']
636,METLIFE,newReimbursement Coordinator - Virtual,['ui']
637,METLIFE,Enrollment Representative,['ui']
638,METLIFE,newCustomer Care Advocate,['ui']
639,METLIFE,"Senior Customer Care Advocate - Annuities - Dayton, OH - $20...","['finance', 'ui']"
640,METLIFE,newStaff Accountant,"['network', 'finance', 'ui']"
641,METLIFE,Long Term Disability Specialist Trainee - Virtual,['ui']
642,METLIFE,Billing Account Representative,['ui']
643,METLIFE,Instructor I,['ui']
644,METLIFE,Short Term Disability Claims Specialist,['ui']
645,METLIFE,newLegal Assistant,['ui']
646,METLIFE,Underwriter,"['finance', 'ui']"
647,METLIFE,Customer Experience Specialist,['ui']
648,METLIFE,Client Services Consultant II,['ui']
649,INCOME RESEARCH + MANAGEMENT,Trader,"['python', 'python', 'sql', 'cfa', 'trading', 'ui']"
650,INCOME RESEARCH + MANAGEMENT,Junior Portfolio Associate,"['sql', 'cfa', 'portfolio management', 'ui']"
651,INCOME RESEARCH + MANAGEMENT,"Investment Compliance, Vice President","['sql', 'cfa', 'trading', 'api', 'ui']"
652,INCOME RESEARCH + MANAGEMENT,"Software Engineer, Core Business Technologies","['engineering', 'api', 'ui']"
653,INCOME RESEARCH + MANAGEMENT,Business Analyst,"['sql', 'finance', 'ui']"
654,INCOME RESEARCH + MANAGEMENT,Client Portfolio Analyst,"['cfa', 'ui']"
655,INCOME RESEARCH + MANAGEMENT,newHuman Capital Management Coordinator,"['api', 'ui']"
656,INCOME RESEARCH + MANAGEMENT,"AVP, Performance and Security Analytics","['sql', 'finance', 'cfa', 'ui']"
657,INCOME RESEARCH + MANAGEMENT,"Investment Risk, Senior Analyst","['python', 'python', 'sql', 'programming', 'cfa', 'portfolio management', 'ui']"
658,INCOME RESEARCH + MANAGEMENT,"Investment Compliance, Sr. Associate","['trading', 'ui']"
659,INCOME RESEARCH + MANAGEMENT,Account Services Associate,['ui']
660,INCOME RESEARCH + MANAGEMENT,Accounts Payable Associate,"['finance', 'ui']"
661,SEATSNOB,Senior Software Developer,"['python', 'c++', 'c#', 'python', 'sql', 'programming', 'engineering', 'database', 'physics', 'api', 'ui']"
662,SEATSNOB,Quantitative Ticket Trader and Analyst,"['python', 'python', 'mathematics', 'programming', 'engineering', 'computer science', 'trading', 'statistics', 'economics', 'api', 'ui']"
663,SEATSNOB,Office Assistant,['ui']
664,"JPMORGAN CHASE BANK, N.A.",newAdministrative Assistant (Part-time contractor; 10 weekly wo...,['ui']
665,"JPMORGAN CHASE BANK, N.A.",newPart-Time (30 Hour) Associate Banker (Network Expansion) - C...,['ui']
666,"JPMORGAN CHASE BANK, N.A.",Food Service Worker I,['ui']
667,"JPMORGAN CHASE BANK, N.A.",Part-Time (30 hours) Associate Banker (Network Expansion New...,['ui']
668,"JPMORGAN CHASE BANK, N.A.",Part-Time (30 Hour) Associate Banker (Network Expansion) - G...,['ui']
669,"JPMORGAN CHASE BANK, N.A.",Front Desk Receptionist West Side,['ui']
670,"JPMORGAN CHASE BANK, N.A.",Food Service Worker I,['ui']
671,"JPMORGAN CHASE BANK, N.A.",newPart-Time (30 Hour) Associate Banker (Network Expansion New...,['ui']
672,"JPMORGAN CHASE BANK, N.A.",Call Center Representatives West Side,['ui']
673,"JPMORGAN CHASE BANK, N.A.",newAssociate Banker Part Time 30hr (Network Expansion) Wisconsi...,['ui']
674,"JPMORGAN CHASE BANK, N.A.",Front Desk Receptionist East Side,['ui']
675,"JPMORGAN CHASE BANK, N.A.",newBeauty Specialist - Chanel,['ui']
676,"JPMORGAN CHASE BANK, N.A.","Private Bank Senior Associate (Chevy Chase, MD or Washington...","['finance', 'economics', 'ui']"
677,"JPMORGAN CHASE BANK, N.A.","newSantander Assist Line Representative, Reading PA",[]
678,"JPMORGAN CHASE BANK, N.A.",Part-Time (30 Hour) Associate Banker (Network Expansion New...,['ui']
679,TRANSMARKET GROUP,Junior Algorithmic Trader,"['python', 'c++', 'c#', 'python', 'programming', 'finance', 'trading', 'phd', 'statistics', 'ux', 'ui']"
680,TRANSMARKET GROUP,Junior Quantitative Trader,"['python', 'c++', 'python', 'programming', 'finance', 'trading', 'statistics', 'ui']"
681,TRANSMARKET GROUP,Network Engineer,"['python', 'python', 'network', 'trading', 'ui']"
682,TRANSMARKET GROUP,Senior Trader,"['trading', 'phd', 'ui']"
683,TRANSMARKET GROUP,Treasury Operations Associate,"['python', 'python', 'sql', 'trading', 'ui']"
684,TRANSMARKET GROUP,Senior Algorithmic Trader,"['python', 'c++', 'c#', 'python', 'programming', 'finance', 'trading', 'graduate school', 'phd', 'statistics', 'ux', 'ui']"
685,TRANSMARKET GROUP,Staff Accountant,"['finance', 'trading', 'api', 'ui']"
686,TRANSMARKET GROUP,Linux Administrator,"['python', 'python', 'network', 'computer science', 'trading', 'ux', 'ui']"
687,TRANSMARKET GROUP,Senior Software Engineer,"['python', 'c++', 'c#', 'python', 'sql', 'programming', 'network', 'engineering', 'computer engineering', 'computer science', 'trading', 'ux', 'ui']"
688,TRANSMARKET GROUP,Python Developer / Data Engineer,"['python', 'python', 'sql', 'computer science', 'finance', 'database', 'api', 'ux', 'ui']"
689,CALPINE,Maint Technician III,"['mathematics', 'physics', 'ui']"
690,CALPINE,Strategic Development Associate,"['engineering', 'economics', 'ui']"
691,CALPINE,Call Center Supervisor,['ui']
692,CALPINE,IC&E Technician I,"['mathematics', 'programming', 'physics', 'ui']"
693,CALPINE,newEHS Specialist - Northeast Region,"['communications', 'engineering', 'ui']"
694,CALPINE,newDirector Facilities,"['api', 'ui']"
695,CALPINE,newVP Tax,['ui']
696,CALPINE,Sr. Analyst PeopleSoft FSCM,"['finance', 'ui']"
697,CALPINE,EHS Manager - Central,"['communications', 'engineering', 'ui']"
698,CALPINE,Sr Gas Trader,"['mathematics', 'trading', 'statistics', 'economics', 'ui']"
699,CALPINE,Pipeline Compliance Manager,"['network', 'engineering', 'ui']"
700,CALPINE,newDirector Accounting,"['finance', 'trading', 'ui']"
701,CALPINE,Strategic Development Director,"['engineering', 'economics', 'ui']"
702,CALPINE,Maintenance Operator,['ui']
703,CALPINE,newSr Risk Analyst,"['sql', 'programming', 'engineering', 'trading', 'ui']"
704,"AMERIPRISE FINANCIAL SERVICES, LLC",Customer Experience Advocate,"['network', 'ui']"
705,"AMERIPRISE FINANCIAL SERVICES, LLC",Administrative Assistant/Data Entry,"['network', 'ui']"
706,"AMERIPRISE FINANCIAL SERVICES, LLC",Supportive Employment Specialist,['ui']
707,"AMERIPRISE FINANCIAL SERVICES, LLC",Customer Service Agent 1,"['database', 'ui']"
708,"AMERIPRISE FINANCIAL SERVICES, LLC",Data Entry Operator II,"['communications', 'engineering', 'api', 'ui']"
709,"AMERIPRISE FINANCIAL SERVICES, LLC",Human Resources Generalist,"['network', 'api', 'ui']"
710,"AMERIPRISE FINANCIAL SERVICES, LLC",newRemote Authorizations Representative,['ui']
711,"AMERIPRISE FINANCIAL SERVICES, LLC",Warehouse Associate,['ui']
712,"AMERIPRISE FINANCIAL SERVICES, LLC",newElectrician/Foreman and Helpers,['ui']
713,"AMERIPRISE FINANCIAL SERVICES, LLC",newJanitorial Worker,['ui']
714,"AMERIPRISE FINANCIAL SERVICES, LLC",Customer Service Representative,"['ux', 'ui']"
715,"AMERIPRISE FINANCIAL SERVICES, LLC",Cashier,['ui']
716,"AMERIPRISE FINANCIAL SERVICES, LLC",newWarehouse Associate -Stock,"['api', 'ui']"
717,"AMERIPRISE FINANCIAL SERVICES, LLC",newWork from Home Telesales Agent,['ui']
718,"AMERIPRISE FINANCIAL SERVICES, LLC",Amazon Fresh Grocery Associate,"['network', 'ui']"
719,"PARALLAX VOLATILITY ADVISERS, LP",Video Production Manager-360 Reviews,"['graduate school', 'ui']"
720,"PARALLAX VOLATILITY ADVISERS, LP",Data Fellow,"['graduate school', 'ui']"
721,"PARALLAX VOLATILITY ADVISERS, LP",newRecruiter (PT - Fully Remote),"['network', 'ui']"
722,"PARALLAX VOLATILITY ADVISERS, LP",Education Reporter,"['graduate school', 'ui']"
723,"PARALLAX VOLATILITY ADVISERS, LP",Recruiter -Remote Option,"['network', 'graduate school', 'ui']"
724,"PARALLAX VOLATILITY ADVISERS, LP",Mailroom Assistant,['ui']
725,"PARALLAX VOLATILITY ADVISERS, LP",Customer Service Represenative Nashville (Remote),"['communications', 'database', 'ui']"
726,"PARALLAX VOLATILITY ADVISERS, LP","Editor, 360 (Remote)","['graduate school', 'ui']"
727,"PARALLAX VOLATILITY ADVISERS, LP",Business Intelligence Analyst,"['graduate school', 'ui']"
728,"PARALLAX VOLATILITY ADVISERS, LP",Production Service Representative,['ui']
729,"PARALLAX VOLATILITY ADVISERS, LP",Reporter,"['graduate school', 'ui']"
730,"PARALLAX VOLATILITY ADVISERS, LP","Product Manager, Education (Remote)","['graduate school', 'ui']"
731,"PARALLAX VOLATILITY ADVISERS, LP",Associate Editor,"['graduate school', 'ui']"
732,"PARALLAX VOLATILITY ADVISERS, LP","Product Manager, Travel","['graduate school', 'ux', 'ui']"
733,"PARALLAX VOLATILITY ADVISERS, LP",Real Estate Editor,"['graduate school', 'ui']"
734,THINKMARKETS,newSenior Executive Assistant,"['communications', 'trading', 'ui']"
735,THINKMARKETS,newQuantitative Analyst,"['python', 'c++', 'python', 'java', 'mathematics', 'programming', 'computer science', 'trading', 'phd', 'api', 'ui']"
736,THINKMARKETS,newSenior Recruiter,"['trading', 'api', 'ui']"
737,THINKMARKETS,Business Intelligence Analyst,"['sql', 'mathematics', 'programming', 'engineering', 'computer science', 'finance', 'trading', 'database', 'graduate school', 'statistics', 'api', 'ui']"
738,THINKMARKETS,Java Developer - Trading Systems,"['sql', 'java', 'engineering', 'computer science', 'trading', 'api', 'ui']"
739,THINKMARKETS,Senior Paid Media Manager,"['finance', 'trading', 'api', 'ui']"
740,THINKMARKETS,Senior Network Engineer,"['network', 'trading', 'api', 'ui']"
741,THINKMARKETS,Java Developer,"['java', 'engineering', 'computer science', 'trading', 'api', 'ui']"
742,THINKMARKETS,Senior Quantitative Analyst,"['python', 'c++', 'c#', 'python', 'sql', 'java', 'programming', 'engineering', 'machine learning', 'finance', 'trading', 'database', 'masters', 'statistics', 'ui']"
743,THINKMARKETS,Product Manager - Trading Platforms,"['engineering', 'computer science', 'trading', 'api', 'ux', 'ui']"
744,THINKMARKETS,Senior Security Engineer,"['network', 'engineering', 'trading', 'api', 'ui']"
745,CGB ENTERPRISES INC,Seasonal Grain Handler Technician,['ui']
746,CGB ENTERPRISES INC,Futures Trader,"['communications', 'finance', 'trading', 'ui']"
747,CGB ENTERPRISES INC,Operations Trainee,"['trading', 'api', 'ui']"
748,CGB ENTERPRISES INC,Locomotive Engineer/Conductor,['ui']
749,CGB ENTERPRISES INC,Entry Level Grain Merchandiser,['ui']
750,CGB ENTERPRISES INC,Grain Leadership Trainee,"['trading', 'ui']"
751,CGB ENTERPRISES INC,Grain Merchant,"['trading', 'ui']"
752,CGB ENTERPRISES INC,Vessel Supervisor,['ui']
753,CGB ENTERPRISES INC,Assistant Superintendent,['ui']
754,CGB ENTERPRISES INC,Regional Sales Officer,"['network', 'finance', 'api', 'ui']"
755,CGB ENTERPRISES INC,Southbound Barge Freight Assistant Trader,"['trading', 'ui']"
756,CGB ENTERPRISES INC,Container Trader,"['trading', 'ui']"
757,CGB ENTERPRISES INC,newERP Support Analyst,"['sql', 'database', 'ui']"
758,CGB ENTERPRISES INC,Terminal Manager,"['api', 'ui']"
759,CGB ENTERPRISES INC,Processing Laborer,['ui']
760,AMAZON.COM SERVICES LLC,Amazon Fresh Grocery Associate,"['network', 'ui']"
761,AMAZON.COM SERVICES LLC,"newAssociate, Quality Services, QS ORG",['ui']
762,AMAZON.COM SERVICES LLC,"newAmazon Fresh Store Zone Lead - Arlington, VA (Full-Time)",['ui']
763,AMAZON.COM SERVICES LLC,"Manager, Health Records, Amazon Care, Health Information Mgm...","['masters', 'ui']"
764,AMAZON.COM SERVICES LLC,newSupport Operations Specialist,"['api', 'ui']"
765,AMAZON.COM SERVICES LLC,"Immigration Specialist - H-1B, Immigration Services","['communications', 'ui']"
766,AMAZON.COM SERVICES LLC,"newCare Customer Service Advisor , Customer Control Center",['ui']
767,AMAZON.COM SERVICES LLC,"Amazon Fresh Zone Lead - Arlington, VA (Full Time)",['ui']
768,AMAZON.COM SERVICES LLC,"Care Process Lead, Customer Control Center",['ui']
769,AMAZON.COM SERVICES LLC,Amazon Fresh Store Zone Lead,['ui']
770,AMAZON.COM SERVICES LLC,"Associate Partner, Human Resources","['communications', 'ui']"
771,AMAZON.COM SERVICES LLC,"Associate, Quality Services",['ui']
772,AMAZON.COM SERVICES LLC,Install Technician,"['network', 'communications', 'engineering', 'computer science', 'amazon web services', 'ux', 'ui', 'operating systems']"
773,AMAZON.COM SERVICES LLC,"Non Tech Recruiter, Amazon Studios","['network', 'ui']"
774,AMAZON.COM SERVICES LLC,"HR Contact Center Associate - Work from Home, ERC DLS Suppor...",['ui']
775,"EDF TRADING NORTH AMERICA, LLC",Customer Experience Advocate,"['network', 'ui']"
776,"EDF TRADING NORTH AMERICA, LLC",Server,['ui']
777,"EDF TRADING NORTH AMERICA, LLC",newCustomer Service Representative,"['network', 'communications', 'ui']"
778,"EDF TRADING NORTH AMERICA, LLC",Warehouse Associate,['ui']
779,"EDF TRADING NORTH AMERICA, LLC",General Laborer,[]
780,"EDF TRADING NORTH AMERICA, LLC",newJanitorial Worker,['ui']
781,"EDF TRADING NORTH AMERICA, LLC",newWarehouse Associate -Stock,"['api', 'ui']"
782,"EDF TRADING NORTH AMERICA, LLC",Sales Associate,['ui']
783,"EDF TRADING NORTH AMERICA, LLC",FOH Team Member 003,['ui']
784,"EDF TRADING NORTH AMERICA, LLC",Part Time Gas Station Attendant,['ui']
785,"EDF TRADING NORTH AMERICA, LLC",Security Officer,['ui']
786,"EDF TRADING NORTH AMERICA, LLC",Customer Service Representative,"['ux', 'ui']"
787,"EDF TRADING NORTH AMERICA, LLC",Production Laborer,['ui']
788,"EDF TRADING NORTH AMERICA, LLC",Dunkin Donuts Crew Member,['ui']
789,"EDF TRADING NORTH AMERICA, LLC",Bookseller - Part Time,[]
790,CREDIT SUISSE,Junior Trader,"['trading', 'statistics', 'ui']"
791,CREDIT SUISSE,KYC ODD Client Due Diligence Analyst,['ui']
792,CREDIT SUISSE,Counterparty Credit Risk Model Management VP,"['python', 'c++', 'python', 'mathematics', 'programming', 'engineering', 'finance', 'portfolio management', 'physics', 'ui']"
793,CREDIT SUISSE,newSenior Auditor – Credit Risk,"['api', 'ui']"
794,CREDIT SUISSE,Credit Suisse Asset Management - Commodities Marketing - Pro...,"['mathematics', 'communications', 'finance', 'cfa', 'portfolio management', 'ui']"
795,CREDIT SUISSE,Real Returns 2022- New York,"['network', 'finance', 'api', 'ui']"
796,CREDIT SUISSE,"Investment Banking & Capital Markets, Global Industrials Gro...","['network', 'finance', 'api', 'ui']"
797,CREDIT SUISSE,CSAM QIS Research and Technology,"['python', 'python', 'trading', 'phd', 'masters', 'ui']"
798,CREDIT SUISSE,"IBCM&A, Latin America Power & Utilities, Oil & Gas, Energy &...","['api', 'ui']"
799,CREDIT SUISSE,"newAdministrative Assistant, IBCM M&A, NY","['finance', 'ui']"
800,CREDIT SUISSE,US Public Policy Director,"['communications', 'finance', 'phd', 'api', 'ui']"
801,CREDIT SUISSE,Credit Compliance Coverage Officer,"['trading', 'ui']"
802,CREDIT SUISSE,newAsset Management Compliance Officer – Credit Investments Gro...,"['network', 'trading', 'ui']"
803,CREDIT SUISSE,KYC Analyst,"['economics', 'ui']"
804,CREDIT SUISSE,Global Credit Risk Policy Specialist,"['finance', 'economics', 'ui']"
805,HSBC,"Compliance Officer, Financial Crime Anti-Money Laundering &...","['api', 'ui']"
806,HSBC,Client Experience Associate,"['network', 'ui']"
807,HSBC,Senior Premier Relationship Officer,"['network', 'trading', 'series 7', 'ui']"
808,HSBC,Sanctions Manager,"['communications', 'api', 'ui']"
809,HSBC,Regulatory Compliance Officer,"['network', 'communications', 'ui']"
810,HSBC,Vice President Financial Consultant - Spanish Required,"['network', 'communications', 'finance', 'portfolio management', 'series 7', 'economics', 'ui']"
811,HSBC,newTrader,"['network', 'trading', 'masters', 'ui']"
812,HSBC,Vice President Premier Relationship Manager,"['network', 'finance', 'ui']"
813,HSBC,US Treasury Trader,"['network', 'trading', 'ui']"
814,HSBC,Technical Business Analyst,"['java', 'programming', 'network', 'finance', 'trading', 'database', 'ui']"
815,HSBC,FX Cash and Options Middle Office Analyst,"['network', 'communications', 'trading', 'ui']"
816,HSBC,"Bilingual Premier Mortgage Consultant, Mandarin","['network', 'ui']"
817,HSBC,Client Management Associate,['ui']
818,HSBC,"newAnalyst, Technology, Media & Telecom","['communications', 'finance', 'api', 'ui']"
819,HSBC,Senior Business Consultant,"['engineering', 'artificial intelligence', 'api', 'ui']"
820,QUANTITATIVE BROKERS,Quantitative Research Group,"['python', 'python', 'programming', 'network', 'engineering', 'machine learning', 'trading', 'physics', 'economics', 'api', 'ui']"
821,QUANTITATIVE BROKERS,C++ Software Engineer,"['python', 'c++', 'python', 'programming', 'engineering', 'trading', 'low-latency', 'api', 'ux', 'ui']"
822,QUANTITATIVE BROKERS,Global Client Execution Services,"['trading', 'database', 'api', 'ui']"
823,QUANTITATIVE BROKERS,Algorithmic Execution Desk Support,"['trading', 'database', 'api', 'ux']"
824,RGA,"VP, Global HR Operations","['engineering', 'computer science', 'finance', 'ui']"
825,RGA,Account Manager,['ui']
826,RGA,Sales Team Manager,"['api', 'ui']"
827,RGA,"VP, Operational Resilience","['sql', 'network', 'finance', 'ui']"
828,RGA,Reporting Analyst,"['sql', 'computer science', 'ui']"
829,RGA,Tax Associate Position,"['api', 'ui']"
830,RGA,"Associate Director, Operations","['sql', 'finance', 'ui']"
831,RGA,Credit Analyst II,"['quantitative analysis', 'finance', 'cfa', 'portfolio management', 'trading', 'economics', 'api', 'ui']"
832,RGA,Stockbroker / Financial Advisor,"['series 7', 'ui']"
833,RGA,Director Change Management,"['network', 'communications', 'api', 'ui']"
834,RGA,Entry Level Sales Representative,"['database', 'api', 'ui']"
835,RGA,COBOL Programmer (TAI),"['sql', 'programming', 'computer science', 'ui']"
836,RGA,Senior Property Claims Adjuster (5-10 yrs experience),"['communications', 'ui']"
837,RGA,Lead Data Storage Engineer,"['network', 'ui']"
838,RGA,Production Line Operator 1,['ui']
839,HC TECHNOLOGIES,"Experienced Quantitative Trader - New York City, USA","['python', 'c++', 'python', 'programming', 'trading', 'api']"
840,HC TECHNOLOGIES,Site Reliability Engineer,"['python', 'python', 'communications', 'computer science', 'trading', 'ux', 'ui']"
841,HC TECHNOLOGIES,Market Data Specialist,"['python', 'python', 'sql', 'finance', 'trading', 'database', 'ui']"
842,HC TECHNOLOGIES,Integration C++ Developer,"['python', 'c++', 'python', 'communications', 'engineering', 'computer science', 'trading', 'api', 'ux', 'ui']"
843,HC TECHNOLOGIES,Technical Operations Engineer,"['python', 'python', 'computer science', 'finance', 'trading', 'economics', 'ux', 'ui']"
844,HC TECHNOLOGIES,Lead Quality Engineer,"['python', 'c++', 'python', 'sql', 'java', 'programming', 'engineering', 'computer science', 'finance', 'trading', 'database', 'physics', 'economics', 'ux', 'ui']"
845,HC TECHNOLOGIES,Software Project Manager,"['network', 'trading', 'ux', 'ui']"
846,HC TECHNOLOGIES,Senior C++ Developer,"['python', 'c++', 'python', 'programming', 'network', 'communications', 'engineering', 'computer science', 'trading', 'ux', 'ui']"
847,HC TECHNOLOGIES,DevOps Engineer (NY),"['python', 'c++', 'python', 'sql', 'java', 'programming', 'network', 'engineering', 'computer science', 'trading', 'database', 'low-latency', 'fpga', 'api', 'ux', 'ui']"
848,HC TECHNOLOGIES,DevOps Engineer (CHI),"['python', 'c++', 'python', 'sql', 'java', 'programming', 'network', 'engineering', 'computer science', 'trading', 'database', 'low-latency', 'fpga', 'api', 'ux', 'ui']"
849,MIQ DIGITAL,newAssociate Trader,"['trading', 'ui']"
850,MIQ DIGITAL,Associate Digital Media Trader,"['trading', 'ui']"
851,MIQ DIGITAL,"newAccount Coordinator, DC","['trading', 'ui']"
852,MIQ DIGITAL,Media Trader,"['trading', 'ui']"
853,MIQ DIGITAL,IT Support Specialist - Digital Media Company Experience,"['network', 'trading', 'ui']"
854,MIQ DIGITAL,newProgrammatic Trader,"['trading', 'ui']"
855,MIQ DIGITAL,"Account Manager, DC","['sql', 'trading', 'ui']"
856,MIQ DIGITAL,Programmatic Trading Apprenticeship,"['portfolio management', 'trading', 'ui']"
857,MIQ DIGITAL,"Trading Manager, Mid-Atlantic","['network', 'portfolio management', 'trading', 'ui']"
858,MIQ DIGITAL,Executive Assistant to Chief Marketing Officer,"['trading', 'ui']"
859,MIQ DIGITAL,Client Partner,"['trading', 'ui']"
860,MIQ DIGITAL,Product Development,"['trading', 'api', 'ux', 'ui']"
861,MIQ DIGITAL,Talent Acquisition Specialist - Early Careers,"['network', 'trading', 'ui']"
862,MIQ DIGITAL,Creative Product Technologist,"['sql', 'javascript', 'java', 'engineering', 'database', 'ux', 'ui', 'html']"
863,MIQ DIGITAL,Sales Director (ATL),"['engineering', 'trading', 'api', 'ui']"
864,FLOW TRADERS,Graduate Trader,"['mathematics', 'engineering', 'finance', 'trading', 'statistics', 'economics', 'ui']"
865,FLOW TRADERS,Compliance Officer,"['sql', 'communications', 'finance', 'trading', 'ui']"
866,FLOW TRADERS,ETF Trader,"['python', 'python', 'sql', 'mathematics', 'engineering', 'finance', 'trading', 'statistics', 'ui']"
867,FLOW TRADERS,newQuantitative Researcher,"['python', 'python', 'sql', 'java', 'mathematics', 'programming', 'computer science', 'cloud computing', 'machine learning', 'trading', 'physics', 'statistics', 'ui']"
868,FLOW TRADERS,Digital Assets Trader,"['mathematics', 'engineering', 'finance', 'trading', 'statistics', 'api', 'ui']"
869,FLOW TRADERS,Operations Analyst (Middle Office),"['python', 'c#', 'python', 'sql', 'computer science', 'trading', 'series 7', 'api', 'ui']"
870,FLOW TRADERS,"Quality Assurance Engineer, Python","['python', 'c++', 'python', 'network', 'engineering', 'computer science', 'trading', 'database', 'ux', 'ui']"
871,FLOW TRADERS,Linux Engineer,"['python', 'python', 'network', 'engineering', 'computer science', 'trading', 'database', 'ux', 'ui']"
872,FLOW TRADERS,Trading Operations Engineer,"['python', 'python', 'network', 'engineering', 'computer science', 'trading', 'api', 'ux', 'ui', 'operating systems']"
873,FLOW TRADERS,"Software Engineer, Java","['java', 'programming', 'engineering', 'trading', 'ui']"
874,FLOW TRADERS,"Software Engineer, Python","['python', 'python', 'sql', 'java', 'programming', 'trading', 'ux', 'ui']"
